"NoCom";"CodeCli";"NoEmp";"DateCom";"ALivAvant";"DateEnv";"NoMess";"Port";"Destinataire";"AdrLiv";"VilleLiv";"RegionLiv";"CodepostalLiv";"PaysLiv"
10660;"HUNGC";8;9/10/1995 00:00:00;6/11/1995 00:00:00;15/11/1995 00:00:00;1;556;"Hungry Coyote Import Store";"City Center Plaza
516 Main St.";"Elgin";"OR";"97827";"Etats-Unis"
10661;"HUNGO";7;10/10/1995 00:00:00;7/11/1995 00:00:00;16/10/1995 00:00:00;1;88;"Hungry Owl All-Night Grocers";"8 Johnstown Road";"Cork";"Co. Cork";;"Irlande"
10662;"LONEP";3;10/10/1995 00:00:00;7/11/1995 00:00:00;19/10/1995 00:00:00;2;6;"Lonesome Pine Restaurant";"89 Chiaroscuro Rd.";"Portland";"OR";"97219";"Etats-Unis"
10663;"BONAP";2;11/10/1995 00:00:00;25/10/1995 00:00:00;3/11/1995 00:00:00;2;566;"Bon app'";"12, rue des Bouchers";"Marseille";;"13008";"France"
10664;"FURIB";1;11/10/1995 00:00:00;8/11/1995 00:00:00;20/10/1995 00:00:00;1;6;"Furia Bacalhau e Frutos do Mar";"Jardim das rosas n. 32";"Lisboa";;"1675";"Portugal"
10665;"LONEP";1;12/10/1995 00:00:00;9/11/1995 00:00:00;18/10/1995 00:00:00;2;132;"Lonesome Pine Restaurant";"89 Chiaroscuro Rd.";"Portland";"OR";"97219";"Etats-Unis"
10666;"RICSU";7;13/10/1995 00:00:00;10/11/1995 00:00:00;23/10/1995 00:00:00;2;1162;"Richter Supermarkt";"Starenweg 5";"Genève";;"1204";"Suisse"
10667;"ERNSH";7;13/10/1995 00:00:00;10/11/1995 00:00:00;20/10/1995 00:00:00;1;390;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Autriche"
10668;"WANDK";1;16/10/1995 00:00:00;13/11/1995 00:00:00;24/10/1995 00:00:00;2;236;"Die Wandernde Kuh";"Adenauerallee 900";"Stuttgart";;"70563";"Allemagne"
10669;"SIMOB";2;16/10/1995 00:00:00;13/11/1995 00:00:00;23/10/1995 00:00:00;1;122;"Simons bistro";"Vinbæltet 34";"København";;"1734";"Danemark"
10670;"FRANK";4;17/10/1995 00:00:00;14/11/1995 00:00:00;19/10/1995 00:00:00;1;1017;"Frankenversand";"Berliner Platz 43";"München";;"80805";"Allemagne"
10671;"FRANR";1;18/10/1995 00:00:00;15/11/1995 00:00:00;25/10/1995 00:00:00;1;152;"France restauration";"54, rue Royale";"Nantes";;"44000";"France"
10672;"BERGS";9;18/10/1995 00:00:00;1/11/1995 00:00:00;27/10/1995 00:00:00;2;479;"Berglunds snabbköp";"Berguvsvägen  8";"Luleå";;"S-958 22";"Suède"
10673;"WILMK";2;19/10/1995 00:00:00;16/11/1995 00:00:00;20/10/1995 00:00:00;1;114;"Wilman Kala";"Keskuskatu 45";"Helsinki";;"21240";"Finlande"
10674;"ISLAT";4;19/10/1995 00:00:00;16/11/1995 00:00:00;31/10/1995 00:00:00;2;4;"Island Trading";"Garden House
Crowther Way";"Cowes";"Isle of Wigth";"PO31 7PJ";"Royaume-Uni"
10675;"FRANK";5;20/10/1995 00:00:00;17/11/1995 00:00:00;24/10/1995 00:00:00;2;159;"Frankenversand";"Berliner Platz 43";"München";;"80805";"Allemagne"
10676;"TORTU";2;23/10/1995 00:00:00;20/11/1995 00:00:00;30/10/1995 00:00:00;2;10;"Tortuga Restaurante";"Avda. Azteca 123";"México D.F.";;"05033";"Mexique"
10677;"ANTON";1;23/10/1995 00:00:00;20/11/1995 00:00:00;27/10/1995 00:00:00;1;20;"Antonio Moreno Taquería";"Mataderos  2312";"México D.F.";;"05023";"Mexique"
10678;"SAVEA";7;24/10/1995 00:00:00;21/11/1995 00:00:00;16/11/1995 00:00:00;1;1945;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
10679;"BLONP";8;24/10/1995 00:00:00;21/11/1995 00:00:00;31/10/1995 00:00:00;1;140;"Blondel père et fils";"24, place Kléber";"Strasbourg";;"67000";"France"
10680;"OLDWO";1;25/10/1995 00:00:00;22/11/1995 00:00:00;27/10/1995 00:00:00;1;133;"Old World Delicatessen";"2743 Bering St.";"Anchorage";"AK";"99508";"Etats-Unis"
10681;"GREAL";3;26/10/1995 00:00:00;23/11/1995 00:00:00;31/10/1995 00:00:00;1;381;"Great Lakes Food Market";"2732 Baker Blvd.";"Eugene";"OR";"97403";"Etats-Unis"
10682;"ANTON";3;26/10/1995 00:00:00;23/11/1995 00:00:00;1/11/1995 00:00:00;2;181;"Antonio Moreno Taquería";"Mataderos  2312";"México D.F.";;"05023";"Mexique"
10683;"DUMON";2;27/10/1995 00:00:00;24/11/1995 00:00:00;1/11/1995 00:00:00;1;22;"Du monde entier";"67, rue des Cinquante Otages";"Nantes";;"44000";"France"
10684;"OTTIK";3;27/10/1995 00:00:00;24/11/1995 00:00:00;31/10/1995 00:00:00;1;728;"Ottilies Käseladen";"Mehrheimerstr. 369";"Köln";;"50739";"Allemagne"
10685;"GOURL";4;30/10/1995 00:00:00;13/11/1995 00:00:00;3/11/1995 00:00:00;2;169;"Gourmet Lanchonetes";"Av. Brasil, 442";"Campinas";"SP";"04876-786";"Brésil"
10686;"PICCO";2;31/10/1995 00:00:00;28/11/1995 00:00:00;8/11/1995 00:00:00;1;482;"Piccolo und mehr";"Geislweg 14";"Salzburg";;"5020";"Autriche"
10687;"HUNGO";9;31/10/1995 00:00:00;28/11/1995 00:00:00;30/11/1995 00:00:00;2;1482;"Hungry Owl All-Night Grocers";"8 Johnstown Road";"Cork";"Co. Cork";;"Irlande"
10688;"VAFFE";4;1/11/1995 00:00:00;15/11/1995 00:00:00;7/11/1995 00:00:00;2;1495;"Vaffeljernet";"Smagsløget 45";"Århus";;"8200";"Danemark"
10689;"BERGS";1;1/11/1995 00:00:00;29/11/1995 00:00:00;7/11/1995 00:00:00;2;67;"Berglunds snabbköp";"Berguvsvägen  8";"Luleå";;"S-958 22";"Suède"
10690;"HANAR";1;2/11/1995 00:00:00;30/11/1995 00:00:00;3/11/1995 00:00:00;1;79;"Hanari Carnes";"Rua do Paço, 67";"Rio de Janeiro";"RJ";"05454-876";"Brésil"
10691;"QUICK";2;3/11/1995 00:00:00;15/12/1995 00:00:00;22/11/1995 00:00:00;2;4050;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Allemagne"
10692;"BSBEV";4;3/11/1995 00:00:00;1/12/1995 00:00:00;13/11/1995 00:00:00;2;305;"B's Beverages";"Fauntleroy Circus";"London";;"EC2 5NT";"Royaume-Uni"
10693;"WHITC";3;6/11/1995 00:00:00;20/11/1995 00:00:00;10/11/1995 00:00:00;1;697;"White Clover Markets";"1029 - 12th Ave. S.";"Seattle";"WA";"98124";"Etats-Unis"
10694;"QUICK";8;6/11/1995 00:00:00;4/12/1995 00:00:00;9/11/1995 00:00:00;1;1992;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Allemagne"
10695;"WILMK";7;7/11/1995 00:00:00;19/12/1995 00:00:00;14/11/1995 00:00:00;1;84;"Wilman Kala";"Keskuskatu 45";"Helsinki";;"21240";"Finlande"
10696;"WHITC";8;8/11/1995 00:00:00;20/12/1995 00:00:00;14/11/1995 00:00:00;1;513;"White Clover Markets";"1029 - 12th Ave. S.";"Seattle";"WA";"98124";"Etats-Unis"
10697;"LINOD";3;8/11/1995 00:00:00;6/12/1995 00:00:00;14/11/1995 00:00:00;1;228;"LINO-Delicateses";"Ave. 5 de Mayo Porlamar";"I. de Margarita";"Nueva Esparta";"4980";"Venezuela"
10698;"ERNSH";4;9/11/1995 00:00:00;7/12/1995 00:00:00;17/11/1995 00:00:00;1;1362;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Autriche"
10699;"MORGK";3;9/11/1995 00:00:00;7/12/1995 00:00:00;13/11/1995 00:00:00;1;3;"Morgenstern Gesundkost";"Heerstr. 22";"Leipzig";;"04179";"Allemagne"
10700;"SAVEA";3;10/11/1995 00:00:00;8/12/1995 00:00:00;16/11/1995 00:00:00;1;326;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
10701;"HUNGO";6;13/11/1995 00:00:00;27/11/1995 00:00:00;15/11/1995 00:00:00;1;1102;"Hungry Owl All-Night Grocers";"8 Johnstown Road";"Cork";"Co. Cork";;"Irlande"
10702;"ANATR";4;13/11/1995 00:00:00;25/12/1995 00:00:00;21/11/1995 00:00:00;1;120;"Ana Trujillo Emparedados y helados";"Avda. de la Constitución 2222";"México D.F.";;"05021";"Mexique"
10703;"FOLKO";6;14/11/1995 00:00:00;12/12/1995 00:00:00;20/11/1995 00:00:00;2;762;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suède"
10704;"QUEEN";6;14/11/1995 00:00:00;12/12/1995 00:00:00;8/12/1995 00:00:00;1;24;"Queen Cozinha";"Alameda dos Canàrios, 891";"São Paulo";"SP";"05487-020";"Brésil"
10705;"HILAA";9;15/11/1995 00:00:00;13/12/1995 00:00:00;19/12/1995 00:00:00;2;18;"HILARIÓN-Abastos";"Carrera 22 con Ave. Carlos Soublette #8-35";"San Cristóbal";"Táchira";"5022";"Venezuela"
10706;"OLDWO";8;16/11/1995 00:00:00;14/12/1995 00:00:00;21/11/1995 00:00:00;1;678;"Old World Delicatessen";"2743 Bering St.";"Anchorage";"AK";"99508";"Etats-Unis"
10707;"AROUT";4;16/11/1995 00:00:00;30/11/1995 00:00:00;23/11/1995 00:00:00;1;109;"Around the Horn";"Brook Farm
Stratford St. Mary";"Colchester";"Essex";"CO7 6JX";"Royaume-Uni"
10708;"THEBI";6;17/11/1995 00:00:00;29/12/1995 00:00:00;6/12/1995 00:00:00;2;15;"The Big Cheese";"89 Jefferson Way
Suite 2";"Portland";"OR";"97201";"Etats-Unis"
10709;"GOURL";1;17/11/1995 00:00:00;15/12/1995 00:00:00;21/12/1995 00:00:00;1;1054;"Gourmet Lanchonetes";"Av. Brasil, 442";"Campinas";"SP";"04876-786";"Brésil"
10710;"FRANS";1;20/11/1995 00:00:00;18/12/1995 00:00:00;23/11/1995 00:00:00;1;25;"Franchi S.p.A.";"Via Monte Bianco 34";"Torino";;"10100";"Italie"
10711;"SAVEA";5;21/11/1995 00:00:00;2/1/1996 00:00:00;29/11/1995 00:00:00;2;262;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
10712;"HUNGO";3;21/11/1995 00:00:00;19/12/1995 00:00:00;1/12/1995 00:00:00;1;450;"Hungry Owl All-Night Grocers";"8 Johnstown Road";"Cork";"Co. Cork";;"Irlande"
10713;"SAVEA";1;22/11/1995 00:00:00;20/12/1995 00:00:00;24/11/1995 00:00:00;1;835;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
10714;"SAVEA";5;22/11/1995 00:00:00;20/12/1995 00:00:00;27/11/1995 00:00:00;1;122;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
10715;"BONAP";3;23/11/1995 00:00:00;7/12/1995 00:00:00;29/11/1995 00:00:00;1;316;"Bon app'";"12, rue des Bouchers";"Marseille";;"13008";"France"
10716;"RANCH";4;24/11/1995 00:00:00;22/12/1995 00:00:00;27/11/1995 00:00:00;2;113;"Rancho grande";"Av. del Libertador 900";"Buenos Aires";;"1010";"Argentine"
10717;"FRANK";1;24/11/1995 00:00:00;22/12/1995 00:00:00;29/11/1995 00:00:00;2;296;"Frankenversand";"Berliner Platz 43";"München";;"80805";"Allemagne"
10718;"KOENE";1;27/11/1995 00:00:00;25/12/1995 00:00:00;29/11/1995 00:00:00;1;854;"Königlich Essen";"Maubelstr. 90";"Brandenburg";;"14776";"Allemagne"
10719;"LETSS";8;27/11/1995 00:00:00;25/12/1995 00:00:00;6/12/1995 00:00:00;2;257;"Let's Stop N Shop";"87 Polk St.
Suite 5";"San Francisco";"CA";"94117";"Etats-Unis"
10720;"QUEDE";8;28/11/1995 00:00:00;12/12/1995 00:00:00;6/12/1995 00:00:00;2;48;"Que Delícia";"Rua da Panificadora, 12";"Rio de Janeiro";"RJ";"02389-673";"Brésil"
10721;"QUICK";5;29/11/1995 00:00:00;27/12/1995 00:00:00;1/12/1995 00:00:00;1;245;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Allemagne"
10722;"SAVEA";8;29/11/1995 00:00:00;10/1/1996 00:00:00;5/12/1995 00:00:00;1;373;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
10723;"WHITC";3;30/11/1995 00:00:00;28/12/1995 00:00:00;26/12/1995 00:00:00;1;109;"White Clover Markets";"1029 - 12th Ave. S.";"Seattle";"WA";"98124";"Etats-Unis"
10724;"MEREP";8;30/11/1995 00:00:00;11/1/1996 00:00:00;6/12/1995 00:00:00;2;289;"Mère Paillarde";"43 rue St. Laurent";"Montréal";"Québec";"H1J 1C3";"Canada"
10725;"FAMIA";4;1/12/1995 00:00:00;29/12/1995 00:00:00;6/12/1995 00:00:00;1;54;"Familia Arquibaldo";"Rua Orós, 92";"São Paulo";"SP";"05442-030";"Brésil"
10726;"EASTC";4;4/12/1995 00:00:00;18/12/1995 00:00:00;5/1/1996 00:00:00;1;83;"Eastern Connection";"35 King George";"London";;"WX3 6FW";"Royaume-Uni"
10727;"REGGC";2;4/12/1995 00:00:00;1/1/1996 00:00:00;5/1/1996 00:00:00;1;450;"Reggiani Caseifici";"Strada Provinciale 124";"Reggio Emilia";;"42100";"Italie"
10728;"QUEEN";4;5/12/1995 00:00:00;2/1/1996 00:00:00;12/12/1995 00:00:00;2;292;"Queen Cozinha";"Alameda dos Canàrios, 891";"São Paulo";"SP";"05487-020";"Brésil"
10729;"LINOD";8;5/12/1995 00:00:00;16/1/1996 00:00:00;15/12/1995 00:00:00;1;705;"LINO-Delicateses";"Ave. 5 de Mayo Porlamar";"I. de Margarita";"Nueva Esparta";"4980";"Venezuela"
10730;"BONAP";5;6/12/1995 00:00:00;3/1/1996 00:00:00;15/12/1995 00:00:00;1;101;"Bon app'";"12, rue des Bouchers";"Marseille";;"13008";"France"
10731;"CHOPS";7;7/12/1995 00:00:00;4/1/1996 00:00:00;15/12/1995 00:00:00;1;483;"Chop-suey Chinese";"Hauptstr. 31";"Bern";;"3012";"Suisse"
10732;"BONAP";3;7/12/1995 00:00:00;4/1/1996 00:00:00;8/12/1995 00:00:00;1;85;"Bon app'";"12, rue des Bouchers";"Marseille";;"13008";"France"
10733;"BERGS";1;8/12/1995 00:00:00;5/1/1996 00:00:00;11/12/1995 00:00:00;1;551;"Berglunds snabbköp";"Berguvsvägen  8";"Luleå";;"S-958 22";"Suède"
10734;"GOURL";2;8/12/1995 00:00:00;5/1/1996 00:00:00;13/12/1995 00:00:00;1;8;"Gourmet Lanchonetes";"Av. Brasil, 442";"Campinas";"SP";"04876-786";"Brésil"
10735;"LETSS";6;11/12/1995 00:00:00;8/1/1996 00:00:00;22/12/1995 00:00:00;2;230;"Let's Stop N Shop";"87 Polk St.
Suite 5";"San Francisco";"CA";"94117";"Etats-Unis"
10736;"HUNGO";9;12/12/1995 00:00:00;9/1/1996 00:00:00;22/12/1995 00:00:00;2;220;"Hungry Owl All-Night Grocers";"8 Johnstown Road";"Cork";"Co. Cork";;"Irlande"
10737;"VINET";2;12/12/1995 00:00:00;9/1/1996 00:00:00;19/12/1995 00:00:00;2;39;"Vins et alcools Chevalier";"59 rue de l'Abbaye";"Reims";;"51100";"France"
10738;"SPECD";2;13/12/1995 00:00:00;10/1/1996 00:00:00;19/12/1995 00:00:00;1;15;"Spécialités du monde";"25, rue Lauriston";"Paris";;"75016";"France"
10739;"VINET";3;13/12/1995 00:00:00;10/1/1996 00:00:00;18/12/1995 00:00:00;1;55;"Vins et alcools Chevalier";"59 rue de l'Abbaye";"Reims";;"51100";"France"
10740;"WHITC";4;14/12/1995 00:00:00;11/1/1996 00:00:00;26/12/1995 00:00:00;2;409;"White Clover Markets";"1029 - 12th Ave. S.";"Seattle";"WA";"98124";"Etats-Unis"
10741;"AROUT";4;15/12/1995 00:00:00;29/12/1995 00:00:00;19/12/1995 00:00:00;1;55;"Around the Horn";"Brook Farm
Stratford St. Mary";"Colchester";"Essex";"CO7 6JX";"Royaume-Uni"
10742;"BOTTM";3;15/12/1995 00:00:00;12/1/1996 00:00:00;19/12/1995 00:00:00;1;1219;"Bottom-Dollar Markets";"23 Tsawassen Blvd.";"Tsawassen";"BC";"T2F 8M4";"Canada"
10743;"AROUT";1;18/12/1995 00:00:00;15/1/1996 00:00:00;22/12/1995 00:00:00;2;119;"Around the Horn";"Brook Farm
Stratford St. Mary";"Colchester";"Essex";"CO7 6JX";"Royaume-Uni"
10744;"VAFFE";6;18/12/1995 00:00:00;15/1/1996 00:00:00;25/12/1995 00:00:00;1;346;"Vaffeljernet";"Smagsløget 45";"Århus";;"8200";"Danemark"
10745;"QUICK";9;19/12/1995 00:00:00;16/1/1996 00:00:00;28/12/1995 00:00:00;1;18;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Allemagne"
10746;"CHOPS";1;20/12/1995 00:00:00;17/1/1996 00:00:00;22/12/1995 00:00:00;1;157;"Chop-suey Chinese";"Hauptstr. 31";"Bern";;"3012";"Suisse"
10747;"PICCO";6;20/12/1995 00:00:00;17/1/1996 00:00:00;27/12/1995 00:00:00;1;587;"Piccolo und mehr";"Geislweg 14";"Salzburg";;"5020";"Autriche"
10748;"SAVEA";3;21/12/1995 00:00:00;18/1/1996 00:00:00;29/12/1995 00:00:00;1;1163;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
10749;"ISLAT";4;21/12/1995 00:00:00;18/1/1996 00:00:00;19/1/1996 00:00:00;2;308;"Island Trading";"Garden House
Crowther Way";"Cowes";"Isle of Wigth";"PO31 7PJ";"Royaume-Uni"
10750;"WARTH";9;22/12/1995 00:00:00;19/1/1996 00:00:00;25/12/1995 00:00:00;1;396;"Wartian Herkku";"Torikatu 38";"Oulu";;"90110";"Finlande"
10751;"RICSU";3;25/12/1995 00:00:00;22/1/1996 00:00:00;3/1/1996 00:00:00;1;654;"Richter Supermarkt";"Starenweg 5";"Genève";;"1204";"Suisse"
10752;"NORTS";2;25/12/1995 00:00:00;22/1/1996 00:00:00;29/12/1995 00:00:00;1;7;"North/South";"South House
300 Queensbridge";"London";;"SW7 1RZ";"Royaume-Uni"
10753;"FRANS";3;26/12/1995 00:00:00;23/1/1996 00:00:00;28/12/1995 00:00:00;1;38;"Franchi S.p.A.";"Via Monte Bianco 34";"Torino";;"10100";"Italie"
10754;"MAGAA";6;26/12/1995 00:00:00;23/1/1996 00:00:00;28/12/1995 00:00:00;1;12;"Magazzini Alimentari Riuniti";"Via Ludovico il Moro 22";"Bergamo";;"24100";"Italie"
10755;"BONAP";4;27/12/1995 00:00:00;24/1/1996 00:00:00;29/12/1995 00:00:00;2;84;"Bon app'";"12, rue des Bouchers";"Marseille";;"13008";"France"
10756;"SPLIR";8;28/12/1995 00:00:00;25/1/1996 00:00:00;2/1/1996 00:00:00;2;366;"Split Rail Beer & Ale";"P.O. Box 555";"Lander";"WY";"82520";"Etats-Unis"
10757;"SAVEA";6;28/12/1995 00:00:00;25/1/1996 00:00:00;15/1/1996 00:00:00;1;41;"Save-a-lot Markets";"187 Suffolk Ln.";"Boise";"ID";"83720";"Etats-Unis"
10758;"RICSU";3;29/12/1995 00:00:00;26/1/1996 00:00:00;4/1/1996 00:00:00;1;691;"Richter Supermarkt";"Starenweg 5";"Genève";;"1204";"Suisse"
10759;"ANATR";3;29/12/1995 00:00:00;26/1/1996 00:00:00;12/1/1996 00:00:00;1;60;"Ana Trujillo Emparedados y helados";"Avda. de la Constitución 2222";"México D.F.";;"05021";"Mexique"
10760;"MAISD";4;1/1/1996 00:00:00;29/1/1996 00:00:00;10/1/1996 00:00:00;1;778;"Maison Dewey";"Rue Joseph-Bens 532";"Bruxelles";;"B-1180";"Belgique"
10761;"RATTC";5;2/1/1996 00:00:00;30/1/1996 00:00:00;8/1/1996 00:00:00;2;93;"Rattlesnake Canyon Grocery";"2817 Milton Dr.";"Albuquerque";"NM";"87110";"Etats-Unis"
10762;"FOLKO";3;2/1/1996 00:00:00;30/1/1996 00:00:00;9/1/1996 00:00:00;1;1644;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suède"
10763;"FOLIG";3;3/1/1996 00:00:00;31/1/1996 00:00:00;8/1/1996 00:00:00;3;187;"Folies gourmandes";"184, chaussée de Tournai";"Lille";;"59000";"France"
10764;"ERNSH";6;3/1/1996 00:00:00;31/1/1996 00:00:00;8/1/1996 00:00:00;3;727;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Autriche"
10765;"QUICK";3;4/1/1996 00:00:00;1/2/1996 00:00:00;9/1/1996 00:00:00;3;214;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Allemagne"
10766;"OTTIK";4;5/1/1996 00:00:00;2/2/1996 00:00:00;9/1/1996 00:00:00;1;788;"Ottilies Käseladen";"Mehrheimerstr. 369";"Köln";;"50739";"Allemagne"
10767;"SUPRD";4;5/1/1996 00:00:00;2/2/1996 00:00:00;15/1/1996 00:00:00;3;8;"Suprêmes délices";"Boulevard Tirou, 255";"Charleroi";;"B-6000";"Belgique"
10768;"AROUT";3;8/1/1996 00:00:00;5/2/1996 00:00:00;15/1/1996 00:00:00;2;732;"Around the Horn";"Brook Farm
Stratford St. Mary";"Colchester";"Essex";"CO7 6JX";"Royaume-Uni"
10769;"VAFFE";3;8/1/1996 00:00:00;5/2/1996 00:00:00;12/1/1996 00:00:00;1;325;"Vaffeljernet";"Smagsløget 45";"Århus";;"8200";"Danemark"
10770;"HANAR";8;9/1/1996 00:00:00;6/2/1996 00:00:00;17/1/1996 00:00:00;3;27;"Hanari Carnes";"Rua do Paço, 67";"Rio de Janeiro";"RJ";"05454-876";"Brésil"
10771;"ERNSH";9;10/1/1996 00:00:00;7/2/1996 00:00:00;2/2/1996 00:00:00;2;56;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Autriche"
10772;"LEHMS";3;10/1/1996 00:00:00;7/2/1996 00:00:00;19/1/1996 00:00:00;2;456;"Lehmanns Marktstand";"Magazinweg 7";"Frankfurt a.M. ";;"60528";"Allemagne"
10773;"ERNSH";1;11/1/1996 00:00:00;8/2/1996 00:00:00;16/1/1996 00:00:00;3;482;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Autriche"
10774;"FOLKO";4;11/1/1996 00:00:00;25/1/1996 00:00:00;12/1/1996 00:00:00;1;241;"Folk och fä HB";"Åkergatan 24";"Bräcke";;"S-844 67";"Suède"
10775;"THECR";7;12/1/1996 00:00:00;9/2/1996 00:00:00;26/1/1996 00:00:00;1;101;"The Cracker Box";"55 Grizzly Peak Rd.";"Butte";"MT";"59801";"Etats-Unis"
10776;"ERNSH";1;15/1/1996 00:00:00;12/2/1996 00:00:00;18/1/1996 00:00:00;3;1758;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Autriche"
10777;"GOURL";7;15/1/1996 00:00:00;29/1/1996 00:00:00;21/2/1996 00:00:00;2;15;"Gourmet Lanchonetes";"Av. Brasil, 442";"Campinas";"SP";"04876-786";"Brésil"
10778;"BERGS";3;16/1/1996 00:00:00;13/2/1996 00:00:00;24/1/1996 00:00:00;1;34;"Berglunds snabbköp";"Berguvsvägen  8";"Luleå";;"S-958 22";"Suède"
10779;"MORGK";3;16/1/1996 00:00:00;13/2/1996 00:00:00;14/2/1996 00:00:00;2;291;"Morgenstern Gesundkost";"Heerstr. 22";"Leipzig";;"04179";"Allemagne"
10780;"LILAS";2;16/1/1996 00:00:00;30/1/1996 00:00:00;25/1/1996 00:00:00;1;211;"LILA-Supermercado";"Carrera 52 con Ave. Bolívar #65-98 Llano Largo";"Barquisimeto";"Lara";"3508";"Venezuela"
10781;"WARTH";2;17/1/1996 00:00:00;14/2/1996 00:00:00;19/1/1996 00:00:00;3;366;"Wartian Herkku";"Torikatu 38";"Oulu";;"90110";"Finlande"
10782;"CACTU";9;17/1/1996 00:00:00;14/2/1996 00:00:00;22/1/1996 00:00:00;3;6;"Cactus Comidas para llevar";"Cerrito 333";"Buenos Aires";;"1010";"Argentine"
10783;"HANAR";4;18/1/1996 00:00:00;15/2/1996 00:00:00;19/1/1996 00:00:00;2;625;"Hanari Carnes";"Rua do Paço, 67";"Rio de Janeiro";"RJ";"05454-876";"Brésil"
10784;"MAGAA";4;18/1/1996 00:00:00;15/2/1996 00:00:00;22/1/1996 00:00:00;3;350;"Magazzini Alimentari Riuniti";"Via Ludovico il Moro 22";"Bergamo";;"24100";"Italie"
10785;"GROSR";1;18/1/1996 00:00:00;15/2/1996 00:00:00;24/1/1996 00:00:00;3;8;"GROSELLA-Restaurante";"5ª Ave. Los Palos Grandes";"Caracas";"DF";"1081";"Venezuela"
10786;"QUEEN";8;19/1/1996 00:00:00;16/2/1996 00:00:00;23/1/1996 00:00:00;1;554;"Queen Cozinha";"Alameda dos Canàrios, 891";"São Paulo";"SP";"05487-020";"Brésil"
10787;"LAMAI";2;19/1/1996 00:00:00;2/2/1996 00:00:00;26/1/1996 00:00:00;1;1250;"La maison d'Asie";"1 rue Alsace-Lorraine";"Toulouse";;"31000";"France"
10788;"QUICK";1;22/1/1996 00:00:00;19/2/1996 00:00:00;19/2/1996 00:00:00;2;214;"QUICK-Stop";"Taucherstraße 10";"Cunewalde";;"01307";"Allemagne"
10789;"FOLIG";1;22/1/1996 00:00:00;19/2/1996 00:00:00;31/1/1996 00:00:00;2;503;"Folies gourmandes";"184, chaussée de Tournai";"Lille";;"59000";"France"
10790;"GOURL";6;22/1/1996 00:00:00;19/2/1996 00:00:00;26/1/1996 00:00:00;1;141;"Gourmet Lanchonetes";"Av. Brasil, 442";"Campinas";"SP";"04876-786";"Brésil"
10791;"FRANK";6;23/1/1996 00:00:00;20/2/1996 00:00:00;1/2/1996 00:00:00;2;84;"Frankenversand";"Berliner Platz 43";"München";;"80805";"Allemagne"
10792;"WOLZA";1;23/1/1996 00:00:00;20/2/1996 00:00:00;31/1/1996 00:00:00;3;119;"Wolski Zajazd";"ul. Filtrowa 68";"Warszawa";;"01-012";"Pologne"
10793;"AROUT";3;24/1/1996 00:00:00;21/2/1996 00:00:00;8/2/1996 00:00:00;3;23;"Around the Horn";"Brook Farm
Stratford St. Mary";"Colchester";"Essex";"CO7 6JX";"Royaume-Uni"
10794;"QUEDE";6;24/1/1996 00:00:00;21/2/1996 00:00:00;2/2/1996 00:00:00;1;107;"Que Delícia";"Rua da Panificadora, 12";"Rio de Janeiro";"RJ";"02389-673";"Brésil"
10795;"ERNSH";8;24/1/1996 00:00:00;21/2/1996 00:00:00;20/2/1996 00:00:00;2;633;"Ernst Handel";"Kirchgasse 6";"Graz";;"8010";"Autriche"
10796;"HILAA";3;25/1/1996 00:00:00;22/2/1996 00:00:00;14/2/1996 00:00:00;1;133;"HILARIÓN-Abastos";"Carrera 22 con Ave. Carlos Soublette #8-35";"San Cristóbal";"Táchira";"5022";"Venezuela"
10797;"DRACD";7;25/1/1996 00:00:00;22/2/1996 00:00:00;5/2/1996 00:00:00;2;167;"Drachenblut Delikatessen";"Walserweg 21";"Aachen";;"52066";"Allemagne"
10798;"ISLAT";2;26/1/1996 00:00:00;23/2/1996 00:00:00;5/2/1996 00:00:00;1;12;"Island Trading";"Garden House
Crowther Way";"Cowes";"Isle of Wigth";"PO31 7PJ";"Royaume-Uni"
